Year,Coast,Subregion,State,Common Name,Pounds,Live Pounds,Dollars,% Display
1974,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,20725500,20725500,299245,100%
1974,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,12600,12600,452,100%
1974,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,5523100,5523100,140607,100%
1974,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,107307400,107307400,2734829,100%
1974,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,121197700,121197700,2886563,100%
1974,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,379251700,379251700,11230030,100%
1974,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,535000,535000,26873,100%
1974,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,47032600,47032600,716741,100%
1974,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,10148600,10148600,155089,100%
1974,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,576300,576300,17480,100%
1973,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,66943000,66943000,2539604,100%
1973,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,32600,32600,1108,100%
1973,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,9657300,9657300,215795,100%
1973,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,154483200,154483200,3939308,100%
1973,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,15962000,15962000,303984,100%
1973,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,495962600,495962600,20395798,100%
1973,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,575600,575600,28722,100%
1973,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,43173200,43173200,860547,100%
1973,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,6935500,6935500,143693,100%
1973,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,1734100,1734100,52124,100%
1972,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,18402900,18402900,213916,100%
1972,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,29300,29300,961,100%
1972,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,7104300,7104300,142468,100%
1972,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,84692100,84692100,1219329,100%
1972,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,11919700,11919700,184070,100%
1972,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,1775200,1775200,53252,100%
1972,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,549396700,549396700,9179565,100%
1972,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,369100,369100,18452,100%
1972,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,138475800,138475800,2262142,100%
1971,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,5957600,5957600,119294,100%
1971,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,60563200,60563200,1045100,100%
1971,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,999300,999300,36871,100%
1971,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,79488200,79488200,1116093,100%
1971,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,353400,353400,17660,100%
1971,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,6311600,6311600,116524,100%
1971,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,19228100,19228100,209409,100%
1971,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,394144900,394144900,6430802,100%
1970,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,445959900,445959900,7523581,100%
1970,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,128300,128300,3284,100%
1970,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,980400,980400,13216,100%
1970,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,741800,741800,33562,100%
1970,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,108235200,108235200,1570489,100%
1970,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,3836900,3836900,113920,100%
1970,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,30727800,30727800,592261,100%
1970,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,9397900,9397900,120108,100%
1969,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,9762400,9762400,229940,100%
1969,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,178195300,178195300,2724020,100%
1969,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,12800,12800,410,100%
1969,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,33993300,33993300,613715,100%
1969,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,21400,21400,644,100%
1969,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,145235000,145235000,2227738,100%
1969,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,3456400,3456400,98279,100%
1969,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,11500,11500,186,100%
1968,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,68477500,68477500,963539,100%
1968,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,167189100,167189100,1957865,100%
1968,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,17784800,17784800,193784,100%
1968,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,4360300,4360300,92076,100%
1968,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,300,300,20,100%
1968,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,7600,7600,112,100%
1968,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,14600,14600,224,100%
1968,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,269717200,269717200,3618475,100%
1967,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,2100,2100,71,100%
1967,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,21000,21000,525,100%
1967,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,12800,12800,269,100%
1967,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,220266900,220266900,2993441,100%
1967,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,150480700,150480700,1693735,100%
1967,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,45895700,45895700,643631,100%
1967,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,642000,642000,26633,100%
1967,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,3000500,3000500,59788,100%
1966,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,4230800,4230800,52712,100%
1966,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,5504500,5504500,126027,100%
1966,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,12914700,12914700,263901,100%
1966,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,4870100,4870100,81742,100%
1966,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,182288900,182288900,2537808,100%
1966,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,2000,2000,54,100%
1966,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,2800,2800,34,100%
1966,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,9000,9000,338,100%
1966,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,272390500,272390500,4324685,100%
1965,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,351613300,351613300,5248867,100%
1965,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,3600,3600,68,100%
1965,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,9100,9100,96,100%
1965,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,7400,7400,98,100%
1965,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,30139600,30139600,417407,100%
1965,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,8332800,8332800,153037,100%
1965,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,74373100,74373100,1270876,100%
1965,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,160595300,160595300,2072174,100%
1965,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,46497400,46497400,579213,100%
1964,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,32554000,32554000,378494,100%
1964,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,5706300,5706300,91139,100%
1964,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,64278700,64278700,969552,100%
1964,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,172991700,172991700,2248892,100%
1964,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,330708500,330708500,4798343,100%
1964,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,3900,3900,73,100%
1964,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,2100,2100,35,100%
1964,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,42424700,42424700,516226,100%
1963,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,190213800,190213800,2326005,100%
1963,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,102823600,102823600,1059083,100%
1963,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,3292900,3292900,53511,100%
1963,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,178377100,178377100,2196978,100%
1963,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,2800,2800,28,100%
1963,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,255721900,255721900,3295035,100%
1963,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,5100,5100,110,100%
1963,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,344600,344600,3503,100%
1963,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,91650500,91650500,1013679,100%
1962,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,268704000,268704000,2782437,100%
1962,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,122898100,122898100,1364169,100%
1962,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,4316100,4316100,76525,100%
1962,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,375526600,375526600,3901547,100%
1962,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,7715900,7715900,63710,100%
1962,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,323594200,323594200,3884105,100%
1962,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,4600,4600,57,100%
1962,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,16031900,16031900,158813,100%
1962,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,138256200,138256200,1263217,100%
1961,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,328208000,328208000,,100%
1961,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,302773000,302773000,,100%
1961,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,3577700,3577700,,100%
1961,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,84068000,84068000,,100%
1961,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,221555400,221555400,,100%
1961,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,12300,12300,,100%
1961,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,3362800,3362800,,100%
1961,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,22635600,22635600,,100%
1961,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,295101100,295101100,,100%
1960,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,84161000,84161000,,100%
1960,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,246001300,246001300,,100%
1960,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,13000,13000,,100%
1960,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,18032200,18032200,,100%
1960,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,305926700,305926700,,100%
1960,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,24549000,24549000,,100%
1960,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,190431300,190431300,,100%
1960,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,280711000,280711000,,100%
1960,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,2903900,2903900,,100%
1960,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,35000,35000,,100%
1959,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,281141000,281141000,,100%
1959,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,2203300,2203300,,100%
1959,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,296099600,296099600,,100%
1959,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,75783300,75783300,,100%
1959,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,279887800,279887800,,100%
1959,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,21400,21400,,100%
1959,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,36584900,36584900,,100%
1959,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,16245000,16245000,,100%
1959,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,412302100,412302100,,100%
1958,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,320511700,320511700,,100%
1958,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,22200,22200,,100%
1958,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,3917300,3917300,,100%
1958,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,269667000,269667000,,100%
1958,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,235384500,235384500,,100%
1958,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,2273800,2273800,,100%
1958,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,200550300,200550300,,100%
1958,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,55299000,55299000,,100%
1958,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,9914300,9914300,,100%
1957,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,286272200,286272200,,100%
1957,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,2398700,2398700,,100%
1957,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,418512200,418512200,,100%
1957,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,116770500,116770500,,100%
1957,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,172522300,172522300,,100%
1957,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,32500,32500,,100%
1957,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,21704500,21704500,,100%
1957,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,273400,273400,,100%
1957,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,19777700,19777700,,100%
1957,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,265453100,265453100,,100%
1956,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,246647900,246647900,,100%
1956,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,352946700,352946700,,100%
1956,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,1375300,1375300,,100%
1956,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,486224400,486224400,,100%
1956,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,11122000,11122000,,100%
1956,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,189047100,189047100,,100%
1956,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,22500,22500,,100%
1956,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,66407000,66407000,,100%
1956,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,1216400,1216400,,100%
1956,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,114397000,114397000,,100%
1955,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,4016100,4016100,,100%
1955,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,14341500,14341500,,100%
1955,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,307475800,307475800,,100%
1955,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,1939900,1939900,,100%
1955,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,61392900,61392900,,100%
1955,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,366734600,366734600,,100%
1955,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,89616300,89616300,,100%
1955,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,313419400,313419400,,100%
1955,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,43300,43300,,100%
1955,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,184918700,184918700,,100%
1954,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,69900,69900,,100%
1954,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,35794400,35794400,,100%
1954,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,5876400,5876400,,100%
1954,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,17944600,17944600,,100%
1954,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,284932700,284932700,,100%
1954,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,376805100,376805100,,100%
1954,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,306479600,306479600,,100%
1954,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,3883100,3883100,,100%
1954,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,98475600,98475600,,100%
1954,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,160301000,160301000,,100%
1953,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,2184000,2184000,,100%
1953,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,17185000,17185000,,100%
1953,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,360843700,360843700,,100%
1953,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,2150900,2150900,,100%
1953,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,20288400,20288400,,100%
1953,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,132104700,132104700,,100%
1953,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,100431000,100431000,,100%
1953,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,160075800,160075800,,100%
1953,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,218200,218200,,100%
1953,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,396308700,396308700,,100%
1952,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,93189300,93189300,,100%
1952,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,90929700,90929700,,100%
1952,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,98900,98900,,100%
1952,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,25980600,25980600,,100%
1952,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,179458200,179458200,,100%
1952,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,9403800,9403800,,100%
1952,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,191341300,191341300,,100%
1952,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,207657100,207657100,,100%
1952,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,1444400,1444400,,100%
1952,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,604600,604600,,100%
1951,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,7208100,7208100,,100%
1951,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,1514300,1514300,,100%
1951,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,2968500,2968500,,100%
1951,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,166488700,166488700,,100%
1951,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,70100,70100,,100%
1951,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,189902600,189902600,,100%
1951,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,104012900,104012900,,100%
1951,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,85433200,85433200,,100%
1951,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,126993900,126993900,,100%
1951,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,430900,430900,,100%
1950,US Atlantic Coast,Mid-Atlantic,DELAWARE,MENHADENS,151857500,151857500,,100%
1950,US Atlantic Coast,Mid-Atlantic,MARYLAND,MENHADENS,1097400,1097400,,100%
1950,US Atlantic Coast,Mid-Atlantic,NEW JERSEY,MENHADENS,138578600,138578600,,100%
1950,US Atlantic Coast,Mid-Atlantic,NEW YORK,MENHADENS,82510400,82510400,,100%
1950,US Atlantic Coast,South Atlantic,NORTH CAROLINA,MENHADENS,124904900,124904900,,100%
1950,US Atlantic Coast,North Atlantic,CONNECTICUT,MENHADENS,43700,43700,,100%
1950,US Atlantic Coast,North Atlantic,MASSACHUSETTS,MENHADENS,8762000,8762000,,100%
1950,US Atlantic Coast,North Atlantic,MAINE,MENHADENS,490000,490000,,100%
1950,US Atlantic Coast,North Atlantic,RHODE ISLAND,MENHADENS,8100,8100,,100%
1950,US Atlantic Coast,Mid-Atlantic,VIRGINIA,MENHADENS,169814800,169814800,,100%
